"Date","Day Traded","UPRO","TECS","EEM","USDU","SOXL","DGRO","TMF","EPI","YCS","EWZ","PUI","CURE","SVXY","$USD","UUP","DBC","SHY","SPXL","ERX","SPXU","TECL","UGL","BTAL","SPXS","TQQQ","EFA","SOXS","QLD","VIXY","GLD","EUO","UVXY","UCO","TNA","TMV","SCHD","VIXM","BIL","USD","SQQQ","AGG","MVV"
"Asset Type","","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Cash","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity","Equity"
"2016-03-09","Yes","-","-","-","14.3%","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","17.1%","-","-","14.3%","-","-"
"2016-03-08","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","17.1%","-","-","-","-","-"
"2016-03-07","Yes","-","-","-","-","-","-","-","-","14.3%","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","57.1%","-","-","-","-","14.3%","-","-","-","-","-"
"2016-03-04","No","-","-","-","-","-","-","-","-","-","-","-","-","13.9%","-","-","-","-","-","14.4%","-","-","-","-","-","-","-","-","-","-","-","-","57.5%","-","-","-","-","14.2%","-","-","-","-","-"
"2016-03-03","Yes","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","57.1%","-","-","-","-","14.3%","-","-","-","-","-"
"2016-03-02","Yes","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","57.1%","-","-","-","-","14.3%","-","-","-","-","-"
"2016-03-01","Yes","-","-","-","14.3%","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","14.3%","-","14.3%","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","17.1%","-","-","-","-","-"
"2016-02-29","No","-","-","-","14.4%","14.3%","9.3%","-","-","-","-","-","-","14.2%","-","-","-","-","-","-","-","14.1%","-","7.2%","-","-","-","-","-","-","-","-","-","-","-","2.9%","9.3%","14.5%","-","-","-","-","-"
"2016-02-26","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","2.9%","9.3%","14.3%","-","-","-","-","-"
"2016-02-25","No","-","-","-","13.9%","15.1%","9.2%","-","-","-","-","-","-","17.4%","-","-","-","-","-","-","-","7.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","13.8%","14.0%","-","-","-","-"
"2016-02-24","No","-","-","-","14.2%","14.7%","9.2%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.2%","14.2%","14.2%","-","-","-","-"
"2016-02-23","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-02-22","Yes","-","-","-","14.3%","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-02-19","No","-","-","-","14.2%","14.2%","9.2%","-","-","-","-","-","-","17.6%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.1%","14.3%","-","-","-","-"
"2016-02-18","No","-","-","-","14.3%","14.1%","9.3%","-","-","-","-","-","-","17.2%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.4%","14.3%","-","-","-","-"
"2016-02-17","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-02-16","Yes","-","-","-","14.3%","14.3%","7.1%","-","-","-","-","-","-","42.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","14.3%","-","-","-","-","-"
"2016-02-12","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-02-11","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-02-10","No","-","-","-","-","41.9%","-","-","-","-","-","-","-","14.4%","-","-","-","-","-","-","-","28.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.8%","-","-","-","-","-"
"2016-02-09","No","-","-","-","-","42.6%","-","-","-","-","-","-","-","14.4%","-","-","-","-","-","-","-","28.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.6%","-","-","-","-","-"
"2016-02-08","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-02-05","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-02-04","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-02-03","Yes","-","-","-","14.3%","14.3%","7.1%","-","-","-","-","-","-","42.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","14.3%","-","-","-","-","-"
"2016-02-02","No","-","-","-","14.6%","13.4%","9.4%","-","-","-","-","-","-","16.6%","-","-","-","-","-","-","-","7.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.4%","15.0%","14.7%","-","-","-","-"
"2016-02-01","No","-","-","-","14.2%","14.5%","9.2%","-","-","-","-","-","-","17.3%","-","-","-","-","-","-","-","7.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.1%","14.2%","-","-","-","-"
"2016-01-29","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-01-28","No","-","-","-","14.1%","14.0%","7.1%","-","-","-","-","-","-","43.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","13.9%","-","-","-","-","-"
"2016-01-27","Yes","-","-","-","14.3%","14.3%","7.1%","-","-","-","-","-","-","42.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","14.3%","-","-","-","-","-"
"2016-01-26","No","-","-","-","-","14.4%","7.1%","14.0%","-","-","-","-","-","43.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","13.6%","-","-","-","-","-"
"2016-01-25","Yes","-","-","-","-","14.3%","7.1%","14.3%","-","-","-","-","-","42.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","14.3%","-","-","-","-","-"
"2016-01-22","Yes","-","-","-","-","14.3%","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2016-01-21","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-01-20","No","-","-","-","-","43.7%","-","-","-","-","-","-","-","13.9%","-","-","-","-","-","-","-","27.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.5%","-","-","-","-","-"
"2016-01-19","No","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.2%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-01-15","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-01-14","Yes","-","-","-","-","28.6%","2.1%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","28.6%","-","-","-","2.1%","14.3%","-","-","-","-","-"
"2016-01-13","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-01-12","Yes","-","-","-","-","42.9%","2.1%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.1%","14.3%","14.3%","-","-","-","-"
"2016-01-11","No","-","-","-","-","42.0%","-","-","-","-","-","-","-","14.1%","-","-","-","-","-","-","-","28.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.1%","-","-","-","-","-"
"2016-01-08","No","-","-","-","-","42.1%","-","-","-","-","-","-","-","13.9%","-","-","-","-","-","-","-","28.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.2%","-","-","-","-","-"
"2016-01-07","Yes","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-"
"2016-01-06","Yes","-","-","-","-","42.9%","2.1%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.1%","14.3%","14.3%","-","-","-","-"
"2016-01-05","No","-","-","-","-","-","9.2%","14.0%","-","-","-","-","-","22.0%","-","-","2.8%","-","-","-","-","-","-","-","-","-","-","14.6%","-","-","-","-","-","-","-","-","9.3%","13.9%","14.2%","-","-","-","-"
"2016-01-04","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2015-12-31","Yes","-","-","-","-","14.3%","9.3%","17.1%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2015-12-30","Yes","14.3%","-","-","-","-","9.3%","14.3%","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2015-12-29","Yes","14.3%","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-12-28","Yes","-","-","-","14.3%","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","-","7.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","14.3%","-","-","-","-"
"2015-12-24","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","21.4%","-","14.3%","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-23","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-22","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","21.4%","-","-","2.9%","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-21","Yes","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","42.9%","-","-","-","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","10.7%","-","-","-","-","-"
"2015-12-18","Yes","-","-","-","14.3%","14.3%","7.1%","-","-","-","-","-","-","42.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","14.3%","-","-","-","-","-"
"2015-12-17","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-16","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","14.3%","2.9%","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-12-15","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-14","Yes","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-11","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-10","No","-","-","-","-","14.2%","9.4%","-","-","-","-","-","-","16.5%","-","-","-","-","-","-","-","21.0%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.5%","11.2%","14.6%","-","-","-","-"
"2015-12-09","No","-","-","-","-","14.0%","9.4%","-","-","-","-","-","-","16.8%","-","-","-","-","-","-","-","20.9%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.5%","11.2%","14.6%","-","-","-","-"
"2015-12-08","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-07","Yes","-","-","-","-","-","9.3%","-","-","-","14.3%","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-04","Yes","-","-","-","-","-","7.1%","-","-","-","14.3%","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","7.1%","39.3%","-","-","-","-","-"
"2015-12-03","Yes","14.3%","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-12-02","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-12-01","No","-","-","-","-","-","9.3%","-","-","-","-","-","-","17.7%","-","-","-","-","-","-","-","36.3%","-","3.5%","-","-","-","13.6%","-","-","-","-","-","-","-","-","9.3%","10.4%","-","-","-","-","-"
"2015-11-30","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-11-27","No","-","-","-","-","14.6%","9.3%","-","-","-","-","-","-","17.2%","-","-","-","-","-","-","-","35.5%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.6%","-","-","-","-","-"
"2015-11-25","No","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.4%","-","-","-","-","-","-","-","35.4%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-11-24","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-11-23","Yes","-","-","-","-","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","10.7%","-","-","-","-","-"
"2015-11-20","Yes","-","-","-","-","14.3%","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-11-19","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","14.3%","9.3%","10.7%","-","-","-","-","-"
"2015-11-18","Yes","-","-","-","-","-","7.1%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","-","3.6%","-","-","-","-","-","-","-","-","28.6%","-","-","14.3%","7.1%","10.7%","-","-","-","-","-"
"2015-11-17","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","14.3%","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-11-16","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-11-13","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-11-12","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","28.6%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-11-11","No","-","-","-","-","14.4%","9.3%","-","-","-","-","-","-","14.0%","-","-","2.8%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.8%","14.3%","-","-","-","-"
"2015-11-10","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-11-09","Yes","14.3%","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","2.9%","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","14.3%","-","-","-","-"
"2015-11-06","Yes","14.3%","-","-","-","-","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2015-11-05","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","14.3%","7.1%","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","14.3%","-","-","-","-"
"2015-11-04","No","-","-","-","-","-","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.1%","6.9%","-","-","-","-","-","-","-","-","-","22.4%","-","-","-","9.1%","24.2%","14.1%","-","-","-","-"
"2015-11-03","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","7.1%","-","-","-","-","-","-","-","-","-","21.4%","-","-","-","9.3%","24.3%","14.3%","-","-","-","-"
"2015-11-02","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.6%","-","7.1%","-","-","-","-","-","-","-","-","21.4%","-","-","-","9.3%","24.3%","-","-","-","-","-"
"2015-10-30","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","28.6%","-","10.7%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","13.6%","-","-","-","-","-"
"2015-10-29","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.6%","-","7.1%","-","-","-","-","-","-","-","-","21.4%","-","-","-","9.3%","24.3%","-","-","-","-","-"
"2015-10-28","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78.6%","-","-","-","-","21.4%","-","-","-","-","-"
"2015-10-27","Yes","-","-","-","-","14.3%","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","35.7%","-","3.6%","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","10.7%","-","-","-","-","-"
"2015-10-26","Yes","-","-","-","-","-","9.3%","-","-","-","-","-","-","2.9%","-","-","-","-","-","-","-","35.7%","-","-","-","-","-","-","-","-","-","-","21.4%","-","-","-","9.3%","21.4%","-","-","-","-","-"
"2015-10-23","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","64.3%","-","-","-","-","21.4%","-","-","-","-","-"
"2015-10-22","Yes","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","14.3%","-","-","-","-","57.1%","-","-","-","-","14.3%","-","-","-","-","-"
"2015-10-21","Yes","-","-","-","14.3%","-","9.3%","-","-","-","-","-","-","17.1%","-","-","-","-","-","-","-","21.4%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-"
"2015-10-20","Yes","-","-","-","14.3%","14.3%","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","21.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-"
"2015-10-19","Yes","-","-","-","14.3%","-","9.3%","2.9%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","21.4%","-","-","-","-","-","14.3%","-","-","-","-","-","-","-","-","9.3%","14.3%","-","-","-","-","-"
